_id,_country,_state,_st,_source_loc,_source_location,_source_subloc,_source_sublocation,_url,_long,_lat,_last_touch,_count,_check_me,_accuracy,_freq_per_day,_ratio_for_today,_ratio_for_yesterday,_num_new_links_last_scrape,_location_object,_lo_country,_lo_state,_lo_metro,_lo_county,_lo_city,_lo_locality,_lo_zip
316,USA,New York,NY,potsdam,potsdam-canton-massena,,,potsdam.craigslist.org,-74.89186,44.9281,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-OGD-MAS"", ""success"": true, ""metro"": ""USA-OGD"", ""country"": ""USA"", ""zipcode"": ""USA-13662"", ""county"": ""USA-NY-SAI"", ""state"": ""USA-NY""}]",USA,USA-NY,USA-OGD,USA-NY-SAI,USA-OGD-MAS,,USA-13662
317,USA,New York,NY,rochester,rochester,,,rochester.craigslist.org,-77.61092,43.16103,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-RON-ROC"", ""success"": true, ""metro"": ""USA-RON"", ""locality"": ""USA-RON-CEN"", ""country"": ""USA"", ""zipcode"": ""USA-14604"", ""county"": ""USA-NY-MOR"", ""state"": ""USA-NY""}]",USA,USA-NY,USA-RON,USA-NY-MOR,USA-RON-ROC,,USA-14604
318,USA,New York,NY,syracuse,syracuse,,,syracuse.craigslist.org,-76.14742,43.04812,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-SYR-SYR"", ""success"": true, ""metro"": ""USA-SYR"", ""locality"": ""USA-SYR-DOW"", ""country"": ""USA"", ""zipcode"": ""USA-13202"", ""county"": ""USA-NY-ONO"", ""state"": ""USA-NY""}]",USA,USA-NY,USA-SYR,USA-NY-ONO,USA-SYR-SYR,,USA-13202
319,USA,New York,NY,twintiers,twin tiers NY/PA,,,twintiers.craigslist.org,-76.02259,42.10136,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-BIN-END"", ""success"": true, ""metro"": ""USA-BIN"", ""country"": ""USA"", ""zipcode"": ""USA-13760"", ""county"": ""USA-NY-BRO"", ""state"": ""USA-NY""}]",USA,USA-NY,USA-BIN,USA-NY-BRO,USA-BIN-END,,USA-13760
320,USA,New York,NY,utica,utica-rome-oneida,,,utica.craigslist.org,-75.21822,43.07701,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-UTI-UTI"", ""success"": true, ""metro"": ""USA-UTI"", ""country"": ""USA"", ""zipcode"": ""USA-13501"", ""county"": ""USA-NY-ONE"", ""state"": ""USA-NY""}]",USA,USA-NY,USA-UTI,USA-NY-ONE,USA-UTI-UTI,,USA-13501
321,USA,New York,NY,watertown,watertown,,,watertown.craigslist.org,-75.91076,43.97478,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-WTN-WAT"", ""success"": true, ""metro"": ""USA-WTN"", ""country"": ""USA"", ""zipcode"": ""USA-13601"", ""county"": ""USA-NY-JFF"", ""state"": ""USA-NY""}]",USA,USA-NY,USA-WTN,USA-NY-JFF,USA-WTN-WAT,,USA-13601
322,USA,North Carolina,NC,asheville,asheville,,,asheville.craigslist.org,-82.55402,35.60095,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ASE-ASH"", ""success"": true, ""metro"": ""USA-ASE"", ""country"": ""USA"", ""zipcode"": ""USA-28801"", ""county"": ""USA-NC-BUN"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-ASE,USA-NC-BUN,USA-ASE-ASH,,USA-28801
323,USA,North Carolina,NC,boone,boone,,,boone.craigslist.org,-81.67455,36.21679,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-BOO-BOO"", ""success"": true, ""metro"": ""USA-BOO"", ""country"": ""USA"", ""zipcode"": ""USA-28607"", ""county"": ""USA-NC-WAA"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-BOO,USA-NC-WAA,USA-BOO-BOO,,USA-28607
324,USA,North Carolina,NC,charlotte,charlotte,,,charlotte.craigslist.org,-80.84313,35.22709,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CTN-CHA"", ""success"": true, ""metro"": ""USA-CTN"", ""locality"": ""USA-CTN-FOU"", ""country"": ""USA"", ""zipcode"": ""USA-28202"", ""county"": ""USA-NC-MEC"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-CTN,USA-NC-MEC,USA-CTN-CHA,,USA-28202
325,USA,North Carolina,NC,eastnc,eastern NC,,,eastnc.craigslist.org,-78.21771,33.93701,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""county"": ""USA-NC-BRU"", ""country"": ""USA"", ""state"": ""USA-NC"", ""success"": true}]",USA,USA-NC,,USA-NC-BRU,,,
326,USA,North Carolina,NC,fayetteville,fayetteville,,,fayetteville.craigslist.org,-78.87836,35.05266,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FAN-FAY"", ""success"": true, ""metro"": ""USA-FAN"", ""country"": ""USA"", ""zipcode"": ""USA-28301"", ""county"": ""USA-NC-CUM"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-FAN,USA-NC-CUM,USA-FAN-FAY,,USA-28301
327,USA,North Carolina,NC,greensboro,greensboro,,,greensboro.craigslist.org,-79.79198,36.07264,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-GSO-GRE"", ""success"": true, ""metro"": ""USA-GSO"", ""country"": ""USA"", ""zipcode"": ""USA-27401"", ""county"": ""USA-NC-GUI"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-GSO,USA-NC-GUI,USA-GSO-GRE,,USA-27401
328,USA,North Carolina,NC,hickory,hickory / lenoir,,,hickory.craigslist.org,-81.32898,35.99652,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-HIC-LEN"", ""success"": true, ""metro"": ""USA-HIC"", ""country"": ""USA"", ""zipcode"": ""USA-28645"", ""county"": ""USA-NC-CAD"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-HIC,USA-NC-CAD,USA-HIC-LEN,,USA-28645
329,USA,North Carolina,NC,onslow,jacksonville,,,onslow.craigslist.org,-77.43024,34.75405,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-JCN-JAC"", ""success"": true, ""metro"": ""USA-JCN"", ""country"": ""USA"", ""zipcode"": ""USA-28540"", ""county"": ""USA-NC-ONS"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-JCN,USA-NC-ONS,USA-JCN-JAC,,USA-28540
330,USA,North Carolina,NC,outerbanks,outer banks,,,outerbanks.craigslist.org,-75.46849,35.56685,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-KID-SAL"", ""success"": true, ""metro"": ""USA-KID"", ""zipcode"": ""USA-27972"", ""county"": ""USA-NC-DAR"", ""state"": ""USA-NC""}]",,USA-NC,USA-KID,USA-NC-DAR,USA-KID-SAL,,USA-27972
331,USA,North Carolina,NC,raleigh,raleigh / durham / CH,,,raleigh.craigslist.org,-78.63537,35.97879,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-RAL-RAL"", ""success"": true, ""metro"": ""USA-RAL"", ""country"": ""USA"", ""zipcode"": ""USA-27614"", ""county"": ""USA-NC-WAK"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-RAL,USA-NC-WAK,USA-RAL-RAL,,USA-27614
332,USA,North Carolina,NC,wilmington,wilmington,,,wilmington.craigslist.org,-77.94471,34.22573,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-WIM-WIM"", ""success"": true, ""metro"": ""USA-WIM"", ""country"": ""USA"", ""zipcode"": ""USA-28401"", ""county"": ""USA-NC-NEW"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-WIM,USA-NC-NEW,USA-WIM-WIM,,USA-28401
333,USA,North Carolina,NC,winstonsalem,winston-salem,,,winstonsalem.craigslist.org,-80.24422,36.09986,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-GSO-WIN"", ""success"": true, ""metro"": ""USA-GSO"", ""country"": ""USA"", ""zipcode"": ""USA-27101"", ""county"": ""USA-NC-FOR"", ""state"": ""USA-NC""}]",USA,USA-NC,USA-GSO,USA-NC-FOR,USA-GSO-WIN,,USA-27101
334,USA,North Dakota,ND,bismarck,bismarck,,,bismarck.craigslist.org,-100.78374,46.80833,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-BIM-BIS"", ""success"": true, ""metro"": ""USA-BIM"", ""country"": ""USA"", ""zipcode"": ""USA-58501"", ""county"": ""USA-ND-BUL"", ""state"": ""USA-ND""}]",USA,USA-ND,USA-BIM,USA-ND-BUL,USA-BIM-BIS,,USA-58501
335,USA,North Dakota,ND,fargo,fargo / moorhead,,,fargo.craigslist.org,-97.12156,47.07117,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-FAG-ART"", ""success"": true, ""metro"": ""USA-FAG"", ""country"": ""USA"", ""zipcode"": ""USA-58006"", ""county"": ""USA-ND-CSS"", ""state"": ""USA-ND""}]",USA,USA-ND,USA-FAG,USA-ND-CSS,USA-FAG-ART,,USA-58006
336,USA,North Dakota,ND,grandforks,grand forks,,,grandforks.craigslist.org,-97.03285,47.92526,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-GAF-GRN"", ""success"": true, ""metro"": ""USA-GAF"", ""country"": ""USA"", ""zipcode"": ""USA-58203"", ""county"": ""USA-ND-GRD"", ""state"": ""USA-ND""}]",USA,USA-ND,USA-GAF,USA-ND-GRD,USA-GAF-GRN,,USA-58203
337,USA,North Dakota,ND,nd,north dakota,,,nd.craigslist.org,-101.00201,47.55149,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ND-TUR"", ""success"": true, ""country"": ""USA"", ""zipcode"": ""USA-58575"", ""county"": ""USA-ND-MCL"", ""state"": ""USA-ND""}]",USA,USA-ND,,USA-ND-MCL,USA-ND-TUR,,USA-58575
338,USA,Ohio,OH,akroncanton,akron / canton,,,akroncanton.craigslist.org,-81.4227,41.02637,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CLE-AKR"", ""success"": true, ""metro"": ""USA-CLE"", ""country"": ""USA"", ""zipcode"": ""USA-44312"", ""county"": ""USA-OH-SMM"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-CLE,USA-OH-SMM,USA-CLE-AKR,,USA-44312
339,USA,Ohio,OH,ashtabula,ashtabula,,,ashtabula.craigslist.org,-80.78981,41.86505,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CLE-ASH"", ""success"": true, ""metro"": ""USA-CLE"", ""country"": ""USA"", ""zipcode"": ""USA-44004"", ""county"": ""USA-OH-AST"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-CLE,USA-OH-AST,USA-CLE-ASH,,USA-44004
340,USA,Ohio,OH,athensohio,athens,,,athensohio.craigslist.org,-82.10126,39.32924,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ATO-ATH"", ""success"": true, ""metro"": ""USA-ATO"", ""country"": ""USA"", ""zipcode"": ""USA-45701"", ""county"": ""USA-OH-ATH"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-ATO,USA-OH-ATH,USA-ATO-ATH,,USA-45701
341,USA,Ohio,OH,chillicothe,chillicothe,,,chillicothe.craigslist.org,-82.9824,39.33312,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CUO-CHI"", ""success"": true, ""metro"": ""USA-CUO"", ""country"": ""USA"", ""zipcode"": ""USA-45601"", ""county"": ""USA-OH-ROS"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-CUO,USA-OH-ROS,USA-CUO-CHI,,USA-45601
342,USA,Ohio,OH,cincinnati,cincinnati,,,cincinnati.craigslist.org,-84.50306,39.13611,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CIN-CIN"", ""success"": true, ""metro"": ""USA-CIN"", ""locality"": ""USA-CIN-CRR"", ""country"": ""USA"", ""zipcode"": ""USA-45229"", ""county"": ""USA-OH-HAM"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-CIN,USA-OH-HAM,USA-CIN-CIN,,USA-45229
343,USA,Ohio,OH,cleveland,cleveland,,,cleveland.craigslist.org,-81.69541,41.4995,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CLE-CLE"", ""success"": true, ""metro"": ""USA-CLE"", ""locality"": ""USA-CLE-DOC"", ""country"": ""USA"", ""zipcode"": ""USA-44113"", ""county"": ""USA-OH-CUY"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-CLE,USA-OH-CUY,USA-CLE-CLE,,USA-44113
344,USA,Ohio,OH,columbus,columbus,,,columbus.craigslist.org,-82.99879,39.96118,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CUO-COL"", ""success"": true, ""metro"": ""USA-CUO"", ""locality"": ""USA-CUO-DOW"", ""country"": ""USA"", ""zipcode"": ""USA-43215"", ""county"": ""USA-OH-FRA"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-CUO,USA-OH-FRA,USA-CUO-COL,,USA-43215
345,USA,Ohio,OH,dayton,dayton / springfield,,,dayton.craigslist.org,-84.15143,39.76994,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-DAY-DAY"", ""success"": true, ""metro"": ""USA-DAY"", ""locality"": ""USA-DAY-SPR"", ""country"": ""USA"", ""zipcode"": ""USA-45403"", ""county"": ""USA-OH-MOT"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-DAY,USA-OH-MOT,USA-DAY-DAY,,USA-45403
346,USA,Ohio,OH,limaohio,lima / findlay,,,limaohio.craigslist.org,-84.08318,40.75435,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-LIM-LIM"", ""success"": true, ""metro"": ""USA-LIM"", ""country"": ""USA"", ""zipcode"": ""USA-45801"", ""county"": ""USA-OH-ALL"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-LIM,USA-OH-ALL,USA-LIM-LIM,,USA-45801
347,USA,Ohio,OH,mansfield,mansfield,,,mansfield.craigslist.org,-82.51545,40.75839,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-MNS-MAN"", ""success"": true, ""metro"": ""USA-MNS"", ""country"": ""USA"", ""zipcode"": ""USA-44902"", ""county"": ""USA-OH-RIC"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-MNS,USA-OH-RIC,USA-MNS-MAN,,USA-44902
348,USA,Ohio,OH,sandusky,sandusky,,,sandusky.craigslist.org,-82.70796,41.44894,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-SAD-SAN"", ""success"": true, ""metro"": ""USA-SAD"", ""country"": ""USA"", ""zipcode"": ""USA-44870"", ""county"": ""USA-OH-ERI"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-SAD,USA-OH-ERI,USA-SAD-SAN,,USA-44870
349,USA,Ohio,OH,toledo,toledo,,,toledo.craigslist.org,-83.55521,41.66394,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-TOL-TOL"", ""success"": true, ""metro"": ""USA-TOL"", ""locality"": ""USA-TOL-OLW"", ""country"": ""USA"", ""zipcode"": ""USA-43620"", ""county"": ""USA-OH-LUC"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-TOL,USA-OH-LUC,USA-TOL-TOL,,USA-43620
350,USA,Ohio,OH,tuscarawas,tuscarawas co,,,tuscarawas.craigslist.org,-81.40706,40.39479,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-NEP-TUS"", ""success"": true, ""metro"": ""USA-NEP"", ""country"": ""USA"", ""zipcode"": ""USA-44682"", ""county"": ""USA-OH-TUS"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-NEP,USA-OH-TUS,USA-NEP-TUS,,USA-44682
351,USA,Ohio,OH,youngstown,youngstown,,,youngstown.craigslist.org,-80.64952,41.09978,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-YOU-YOU"", ""success"": true, ""metro"": ""USA-YOU"", ""locality"": ""USA-YOU-DOW"", ""country"": ""USA"", ""zipcode"": ""USA-44503"", ""county"": ""USA-OH-MAH"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-YOU,USA-OH-MAH,USA-YOU-YOU,,USA-44503
352,USA,Ohio,OH,zanesville,zanesville / cambridge,,,zanesville.craigslist.org,-82.00939,39.9701,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ZAN-ZAN"", ""success"": true, ""metro"": ""USA-ZAN"", ""country"": ""USA"", ""zipcode"": ""USA-43701"", ""county"": ""USA-OH-MUS"", ""state"": ""USA-OH""}]",USA,USA-OH,USA-ZAN,USA-OH-MUS,USA-ZAN-ZAN,,USA-43701
353,USA,Oklahoma,OK,lawton,lawton,,,lawton.craigslist.org,-98.39033,34.60869,5/10/13 2:37,0,Y,1,24,100,25,0,"[{""city"": ""USA-LAT-LAW"", ""success"": true, ""metro"": ""USA-LAT"", ""country"": ""USA"", ""zipcode"": ""USA-73501"", ""county"": ""USA-OK-COM"", ""state"": ""USA-OK""}]",USA,USA-OK,USA-LAT,USA-OK-COM,USA-LAT-LAW,,USA-73501
354,USA,Oklahoma,OK,enid,northwest OK,,,enid.craigslist.org,-97.51643,35.46756,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-OKL-OKL"", ""success"": true, ""metro"": ""USA-OKL"", ""country"": ""USA"", ""zipcode"": ""USA-73102"", ""county"": ""USA-OK-OKL"", ""state"": ""USA-OK""}]",USA,USA-OK,USA-OKL,USA-OK-OKL,USA-OKL-OKL,,USA-73102
355,USA,Oklahoma,OK,oklahomacity,oklahoma city,,,oklahomacity.craigslist.org,-97.51643,35.46756,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-OKL-OKL"", ""success"": true, ""metro"": ""USA-OKL"", ""country"": ""USA"", ""zipcode"": ""USA-73102"", ""county"": ""USA-OK-OKL"", ""state"": ""USA-OK""}]",USA,USA-OK,USA-OKL,USA-OK-OKL,USA-OKL-OKL,,USA-73102
356,USA,Oklahoma,OK,stillwater,stillwater,,,stillwater.craigslist.org,-97.05837,36.11561,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-STI-STI"", ""success"": true, ""metro"": ""USA-STI"", ""country"": ""USA"", ""zipcode"": ""USA-74074"", ""county"": ""USA-OK-PAY"", ""state"": ""USA-OK""}]",USA,USA-OK,USA-STI,USA-OK-PAY,USA-STI-STI,,USA-74074
357,USA,Oklahoma,OK,tulsa,tulsa,,,tulsa.craigslist.org,-95.99277,36.15398,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-TLS-TUL"", ""success"": true, ""metro"": ""USA-TLS"", ""country"": ""USA"", ""zipcode"": ""USA-74103"", ""county"": ""USA-OK-TUL"", ""state"": ""USA-OK""}]",USA,USA-OK,USA-TLS,USA-OK-TUL,USA-TLS-TUL,,USA-74103
358,USA,Oregon,OR,bend,bend,,,bend.craigslist.org,-121.31531,44.05817,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-BND-BEN"", ""success"": true, ""metro"": ""USA-BND"", ""country"": ""USA"", ""zipcode"": ""USA-97701"", ""county"": ""USA-OR-DES"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-BND,USA-OR-DES,USA-BND-BEN,,USA-97701
359,USA,Oregon,OR,corvallis,corvallis/albany,,,corvallis.craigslist.org,-123.10593,44.63651,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ABO-ALB"", ""success"": true, ""metro"": ""USA-ABO"", ""country"": ""USA"", ""zipcode"": ""USA-97321"", ""county"": ""USA-OR-LNN"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-ABO,USA-OR-LNN,USA-ABO-ALB,,USA-97321
360,USA,Oregon,OR,eastoregon,east oregon,,,eastoregon.craigslist.org,-120.5542,43.80413,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-BND-BRO"", ""success"": true, ""metro"": ""USA-BND"", ""country"": ""USA"", ""zipcode"": ""USA-97712"", ""county"": ""USA-OR-DES"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-BND,USA-OR-DES,USA-BND-BRO,,USA-97712
361,USA,Oregon,OR,eugene,eugene,,,eugene.craigslist.org,-123.08675,44.05207,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-EUG-EUG"", ""success"": true, ""metro"": ""USA-EUG"", ""locality"": ""USA-EUG-DOW"", ""country"": ""USA"", ""zipcode"": ""USA-97403"", ""county"": ""USA-OR-LAN"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-EUG,USA-OR-LAN,USA-EUG-EUG,,USA-97403
362,USA,Oregon,OR,klamath,klamath falls,,,klamath.craigslist.org,-121.78167,42.22487,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-KLA-KLA"", ""success"": true, ""metro"": ""USA-KLA"", ""country"": ""USA"", ""zipcode"": ""USA-97601"", ""county"": ""USA-OR-KLA"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-KLA,USA-OR-KLA,USA-KLA-KLA,,USA-97601
363,USA,Oregon,OR,medford,medford-ashland,,,medford.craigslist.org,-122.70948,42.19458,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-MED-ASH"", ""success"": true, ""metro"": ""USA-MED"", ""country"": ""USA"", ""zipcode"": ""USA-97520"", ""county"": ""USA-OR-JAC"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-MED,USA-OR-JAC,USA-MED-ASH,,USA-97520
364,USA,Oregon,OR,oregoncoast,oregon coast,,,oregoncoast.craigslist.org,-124.41562,43.00898,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-CSB-BAN"", ""success"": true, ""metro"": ""USA-CSB"", ""country"": ""USA"", ""zipcode"": ""USA-97411"", ""county"": ""USA-OR-COO"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-CSB,USA-OR-COO,USA-CSB-BAN,,USA-97411
365,USA,Oregon,OR,portland,portland,mlt,multnomah co,portland.craigslist.org,-122.67621,45.52345,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-POR"", ""success"": true, ""metro"": ""USA-POR"", ""locality"": ""USA-POR-OLT"", ""country"": ""USA"", ""region"": ""USA-POR-MUL"", ""zipcode"": ""USA-97209"", ""county"": ""USA-OR-MUL"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-POR,USA-OR-MUL,USA-POR-POR,USA-POR-MUL,USA-97209
366,USA,Oregon,OR,portland,portland,wsc,washington co,portland.craigslist.org,-122.67621,45.52345,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-POR"", ""success"": true, ""metro"": ""USA-POR"", ""locality"": ""USA-POR-OLT"", ""country"": ""USA"", ""region"": ""USA-POR-MUL"", ""zipcode"": ""USA-97209"", ""county"": ""USA-OR-MUL"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-POR,USA-OR-MUL,USA-POR-POR,USA-POR-MUL,USA-97209
367,USA,Oregon,OR,portland,portland,clk,clark/cowlitz,portland.craigslist.org,-122.54629,45.65368,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-VAN"", ""success"": true, ""metro"": ""USA-POR"", ""locality"": ""USA-POR-NOI"", ""country"": ""USA"", ""region"": ""USA-POR-CLR"", ""zipcode"": ""USA-98682"", ""county"": ""USA-WA-CLR"", ""state"": ""USA-WA""}]",USA,USA-WA,USA-POR,USA-WA-CLR,USA-POR-VAN,USA-POR-CLR,USA-98682
368,USA,Oregon,OR,portland,portland,clc,clackamas co,portland.craigslist.org,-122.67621,45.52345,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-POR"", ""success"": true, ""metro"": ""USA-POR"", ""locality"": ""USA-POR-OLT"", ""country"": ""USA"", ""region"": ""USA-POR-MUL"", ""zipcode"": ""USA-97209"", ""county"": ""USA-OR-MUL"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-POR,USA-OR-MUL,USA-POR-POR,USA-POR-MUL,USA-97209
369,USA,Oregon,OR,portland,portland,nco,north coast,portland.craigslist.org,-122.8359,45.55464,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-POR"", ""success"": true, ""metro"": ""USA-POR"", ""country"": ""USA"", ""region"": ""USA-POR-WAS"", ""zipcode"": ""USA-97229"", ""county"": ""USA-OR-WAH"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-POR,USA-OR-WAH,USA-POR-POR,USA-POR-WAS,USA-97229
370,USA,Oregon,OR,portland,portland,yam,yamhill co,portland.craigslist.org,-123.18733,45.3415,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-YAH"", ""success"": true, ""metro"": ""USA-POR"", ""country"": ""USA"", ""region"": ""USA-POR-YAM"", ""zipcode"": ""USA-97148"", ""county"": ""USA-OR-YAM"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-POR,USA-OR-YAM,USA-POR-YAH,USA-POR-YAM,USA-97148
371,USA,Oregon,OR,portland,portland,grg,columbia gorge,portland.craigslist.org,-122.66773,45.54045,5/10/13 2:54,0,Y,2,24,100,25,0,"[{""city"": ""USA-POR-POR"", ""success"": true, ""metro"": ""USA-POR"", ""locality"": ""USA-POR-ELI"", ""country"": ""USA"", ""region"": ""USA-POR-MUL"", ""county"": ""USA-OR-MUL"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-POR,USA-OR-MUL,USA-POR-POR,USA-POR-MUL,
372,USA,Oregon,OR,roseburg,roseburg,,,roseburg.craigslist.org,-123.34174,43.2165,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ROE-ROS"", ""success"": true, ""metro"": ""USA-ROE"", ""country"": ""USA"", ""zipcode"": ""USA-97470"", ""county"": ""USA-OR-DOU"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-ROE,USA-OR-DOU,USA-ROE-ROS,,USA-97470
373,USA,Oregon,OR,salem,salem,,,salem.craigslist.org,-123.0351,44.9429,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-SAE-SAL"", ""success"": true, ""metro"": ""USA-SAE"", ""locality"": ""USA-SAE-SAE"", ""country"": ""USA"", ""zipcode"": ""USA-97301"", ""county"": ""USA-OR-MAR"", ""state"": ""USA-OR""}]",USA,USA-OR,USA-SAE,USA-OR-MAR,USA-SAE-SAL,,USA-97301
374,USA,Pennsylvania,PA,altoona,altoona-johnstown,,,altoona.craigslist.org,-78.52833,40.35304,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-ALO-DUN"", ""success"": true, ""metro"": ""USA-ALO"", ""country"": ""USA"", ""zipcode"": ""USA-16635"", ""county"": ""USA-PA-BLA"", ""state"": ""USA-PA""}]",USA,USA-PA,USA-ALO,USA-PA-BLA,USA-ALO-DUN,,USA-16635
375,USA,Pennsylvania,PA,chambersburg,cumberland valley,,,chambersburg.craigslist.org,-78.6342,39.81102,5/10/13 2:54,0,Y,1,24,100,25,0,"[{""city"": ""USA-PA-BED"", ""success"": true, ""country"": ""USA"", ""zipcode"": ""USA-15522"", ""county"": ""USA-PA-BEF"", ""state"": ""USA-PA""}]",USA,USA-PA,,USA-PA-BEF,USA-PA-BED,,USA-15522
